,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
105,Kāman,27.65,77.2667,86.11,70,32,3.76,IN,1628187686
106,Pires do Rio,-17.2997,-48.2794,80.58,26,83,11.27,BR,1628187686
107,Iskateley,67.6803,53.1512,54.55,78,100,7.63,RU,1628187675
108,Kenai,60.5544,-151.2583,60.1,86,75,8.05,US,1628187687
109,Yellowknife,62.456,-114.3525,61.32,56,75,3.44,CA,1628187687
110,Katsuura,35.1333,140.3,80.71,88,37,6.2,JP,1628187688
111,Kieta,-6.2167,155.6333,77.85,84,96,6.91,PG,1628187688
112,Hithadhoo,-0.6,73.0833,81.61,76,100,7.81,MV,1628187689
113,Zhigansk,66.7697,123.3711,51.01,50,0,4.18,RU,1628187689
114,Maicao,11.3832,-72.2432,92.23,47,10,16.37,CO,1628187690
115,Oksbøl,55.6268,8.2876,68.29,71,72,11.52,DK,1628187690
116,Campbell River,50.0163,-125.2446,77.72,56,75,1.01,CA,1628187690
117,Biak,-0.9131,122.8766,76.06,88,100,7.74,ID,1628187691
118,Mazamet,43.49,2.373,79.66,64,0,5.75,FR,1628187691
119,Saint-Pierre,-21.3393,55.4781,67.68,73,0,18.41,RE,1628187692
120,Esperance,-33.8667,121.9,50.38,85,0,10.13,AU,1628187692
121,Laguna,38.421,-121.4238,83.44,60,1,5.99,US,1628187502
122,Gobabis,-22.45,18.9667,62.83,24,2,7.23,NA,1628187693
123,Deputatsky,69.3,139.9,38.26,95,100,5.19,RU,1628187693
124,Wanaka,-44.7,169.15,34.11,99,80,1.99,NZ,1628187694
125,Vardø,70.3705,31.1107,55.6,87,0,5.75,NO,1628187694
126,Mar del Plata,-38.0023,-57.5575,57.09,87,90,7.0,AR,1628187544
127,Petites Anses,15.8501,-61.6442,89.11,74,9,15.55,GP,1628187695
128,Belgrade,44.804,20.4651,75.38,55,0,5.75,RS,1628187671
129,Egvekinot,66.3167,-179.1667,45.91,95,100,2.84,RU,1628187695
130,Cajibío,2.6227,-76.5704,79.36,34,19,1.83,CO,1628187696
131,Acapulco de Juárez,16.8634,-99.8901,85.82,70,75,5.75,MX,1628187485
132,Talnakh,69.4865,88.3972,67.86,59,67,4.41,RU,1628187697
133,Alofi,-19.0595,-169.9187,58.89,94,100,1.14,NU,1628187697
134,Wilmington,34.2257,-77.9447,81.95,74,90,5.75,US,1628187558
135,Carnarvon,-24.8667,113.6333,53.67,34,0,13.8,AU,1628187698
136,Russell,32.3502,-85.1999,87.91,56,75,9.22,US,1628187699
137,Sakakah,29.9697,40.2064,98.17,11,1,10.18,SA,1628187700
138,Nanortalik,60.1432,-45.2371,47.53,87,94,6.76,GL,1628187700
139,San Quintín,30.4833,-115.95,73.63,71,14,8.46,MX,1628187700
140,Labuhan,-6.8844,112.2051,76.78,83,77,6.64,ID,1628187701
141,Sungai Penuh,-2.0833,101.3833,63.97,97,99,0.81,ID,1628187701
142,Barabai,-2.5833,115.3833,74.35,98,100,1.39,ID,1628187702
143,Rolla,37.9514,-91.7713,83.05,57,40,1.01,US,1628187409
144,Bambous Virieux,-20.3428,57.7575,70.05,64,75,13.8,MU,1628187702
145,Arraial do Cabo,-22.9661,-42.0278,71.46,73,20,5.75,BR,1628187703
146,Abnūb,27.2696,31.1511,100.62,11,0,7.9,EG,1628187703
147,Mombetsu,44.3525,143.3525,72.86,92,7,4.85,JP,1628187704
148,Bima,-8.4667,118.7167,72.81,92,90,3.87,ID,1628187704
149,Muros,42.7762,-9.0603,69.1,75,61,8.19,ES,1628187704
150,Cherskiy,68.75,161.3,41.67,89,71,8.9,RU,1628187705
151,Coquimbo,-29.9533,-71.3436,58.73,77,75,13.8,CL,1628187705
152,Takikawa,43.5528,141.9064,71.92,93,82,1.36,JP,1628187706
153,Ancud,-41.8697,-73.8203,54.43,90,100,10.38,CL,1628187706
154,Hofn,64.2539,-15.2082,52.9,89,98,6.58,IS,1628187706
155,Korla,41.7597,86.1469,82.69,25,96,16.42,CN,1628187707
156,Mossamedes,-15.1961,12.1522,69.53,76,0,5.5,AO,1628187707
157,Omboué,-1.5746,9.2618,76.71,78,64,8.68,GA,1628187708
158,Kundiawa,-6.0167,144.9667,60.89,99,87,1.07,PG,1628187708
159,Lebu,-37.6167,-73.65,56.1,71,93,13.69,CL,1628187708
160,Homer,59.6425,-151.5483,63.77,91,1,8.05,US,1628187709
161,Bengkulu,-3.8004,102.2655,75.97,89,97,2.59,ID,1628187709
162,Faanui,-16.4833,-151.75,79.0,71,32,10.18,PF,1628187710
163,Sorong,-0.8833,131.25,76.93,90,100,11.52,ID,1628187710
164,Disna,55.568,28.1971,55.22,93,99,8.21,BY,1628187710
165,Cabedelo,-6.9811,-34.8339,77.67,81,67,19.13,BR,1628187711
166,Lufilufi,-13.8745,-171.5986,74.98,82,89,14.99,WS,1628187711
167,Meulaboh,4.1363,96.1285,76.96,84,97,5.44,ID,1628187712
168,Ixtapa,20.7,-105.2,87.22,70,40,4.61,MX,1628187712
169,Vicuña,-30.0319,-70.7081,51.53,31,0,4.45,CL,1628187712
170,Vostok,46.4856,135.8833,64.06,94,100,3.89,RU,1628187713
171,Oussouye,12.485,-16.5469,89.78,74,100,2.35,SN,1628187713
172,Kristinestad,62.2743,21.376,60.82,69,10,2.68,FI,1628187713
173,Kędzierzyn-Koźle,50.3498,18.2261,62.78,97,100,12.12,PL,1628187714
174,Verkhnyaya Inta,65.9811,60.3094,60.33,99,100,11.86,RU,1628187714
175,Yeppoon,-23.1333,150.7333,46.18,66,24,6.13,AU,1628187715
176,Torbay,47.6666,-52.7314,76.87,49,75,17.27,CA,1628187715
177,Salalah,17.0151,54.0924,78.89,94,90,4.61,OM,1628187716
178,Encruzilhada do Sul,-30.5439,-52.5219,68.36,51,80,7.29,BR,1628187716
179,Lata,40.1629,-8.3327,79.03,63,1,10.85,PT,1628187716
180,Pimentel,-6.8367,-79.9342,75.49,76,0,7.0,PE,1628187717
181,Ribeira Grande,38.5167,-28.7,79.2,73,40,16.11,PT,1628187717
182,Codrington,-38.2667,141.9667,51.4,81,100,10.92,AU,1628187718
183,Leningradskiy,69.3833,178.4167,38.84,97,79,3.98,RU,1628187718
184,Kawalu,-7.3817,108.2082,70.9,97,93,0.81,ID,1628187718
185,Broken Hill,-31.95,141.4333,53.92,64,100,6.08,AU,1628187719
186,Riyadh,24.6877,46.7219,98.74,10,56,8.93,SA,1628187553
187,Punta Arenas,-53.15,-70.9167,48.22,65,92,24.07,CL,1628187540
188,Goldsboro,35.3849,-77.9928,84.92,57,40,4.61,US,1628187523
189,Longyearbyen,78.2186,15.6401,44.44,81,75,14.97,SJ,1628187720
190,Portland,45.5234,-122.6762,80.89,58,75,1.99,US,1628187288
191,Flin Flon,54.7682,-101.865,66.04,68,90,3.44,CA,1628187720
192,Saint-Philippe,-21.3585,55.7679,67.59,76,62,13.71,RE,1628187721
193,Jatai,-17.8814,-51.7144,83.52,24,87,8.79,BR,1628187534
194,Kuching,1.55,110.3333,79.02,94,20,1.14,MY,1628187721
195,Avarua,-21.2078,-159.775,68.05,94,90,2.3,CK,1628187722
196,Airai,-8.9266,125.4092,54.55,74,90,3.87,TL,1628187722
197,Itaqui,-29.1253,-56.5531,74.14,44,37,7.45,BR,1628187722
198,Teya,60.3778,92.6267,59.09,67,28,2.75,RU,1628187677
199,Ankara,39.9199,32.8543,87.19,23,0,9.22,TR,1628187459
200,Kavieng,-2.5744,150.7967,81.79,74,84,4.56,PG,1628187723
201,Langenburg,49.2544,9.8458,67.1,68,75,9.22,DE,1628187724
202,Luwuk,-0.9516,122.7875,77.2,90,100,5.88,ID,1628187724
203,Iqaluit,63.7506,-68.5145,46.13,71,90,9.22,CA,1628187725
204,Lompoc,34.6391,-120.4579,82.22,73,1,12.66,US,1628187725
205,Pangnirtung,66.1451,-65.7125,46.4,81,75,11.5,CA,1628187725
206,Thompson,55.7435,-97.8558,60.96,51,90,2.3,CA,1628187726
207,Vila Velha,-20.3297,-40.2925,75.96,68,75,5.75,BR,1628187726
208,Esqueda,30.7167,-109.5833,89.69,31,1,8.72,MX,1628187726
209,Abalak,58.1286,68.5944,61.54,91,99,5.23,RU,1628187727
210,Ilulissat,69.2167,-51.1,59.02,38,75,20.71,GL,1628187727
211,Dingle,10.9995,122.6711,77.2,88,79,6.78,PH,1628187728
212,Rauma,61.1272,21.5113,64.44,72,11,4.43,FI,1628187728
213,Tuktoyaktuk,69.4541,-133.0374,59.0,77,40,9.22,CA,1628187728
214,Lakes Entrance,-37.8811,147.981,41.18,82,34,11.92,AU,1628187729
215,Puerto Armuelles,8.2833,-82.8667,92.82,71,78,7.96,PA,1628187729
216,Sittwe,20.15,92.9,79.39,89,99,10.16,MM,1628187730
217,Baturaja,-4.1333,104.1667,72.86,97,98,2.91,ID,1628187730
218,Agüimes,27.9054,-15.4461,74.66,69,20,29.93,ES,1628187730
219,Vanimo,-2.6741,141.3028,76.8,87,5,5.17,PG,1628187731
220,Cidreira,-30.1811,-50.2056,62.91,85,97,13.18,BR,1628187731
221,Laren,52.2567,5.2278,72.03,75,91,5.14,NL,1628187732
222,Souillac,-20.5167,57.5167,70.18,64,75,13.8,MU,1628187732
223,Beyneu,45.3167,55.2,96.03,19,82,12.73,KZ,1628187732
224,Hanzhong,33.0728,107.0303,71.06,81,92,0.67,CN,1628187733
225,Jumla,29.2747,82.1838,63.95,96,90,1.52,NP,1628187733
226,Imeni Poliny Osipenko,52.4201,136.4853,56.86,94,100,4.5,RU,1628187733
227,Iquique,-20.2208,-70.1431,60.84,66,14,5.7,CL,1628187734
228,Husavik,66.0449,-17.3389,57.11,81,73,8.3,IS,1628187734
229,Nelson,-41.2833,173.2833,48.69,96,100,4.56,NZ,1628187735
230,Vangaindrano,-23.35,47.6,64.15,85,40,5.64,MG,1628187735
231,Khani,41.9563,42.9566,72.97,93,22,2.68,GE,1628187736
232,Chimbote,-9.0853,-78.5783,69.51,73,69,10.94,PE,1628187736
233,Atuona,-9.8,-139.0333,76.41,81,20,14.72,PF,1628187736
234,Saint Anthony,45.0205,-93.218,82.54,70,75,1.99,US,1628187737
235,São João da Barra,-21.6403,-41.0511,68.09,70,55,10.42,BR,1628187737
236,Noumea,-22.2763,166.4572,69.01,99,95,10.71,NC,1628187605
237,Zyryanka,65.75,150.85,40.08,93,100,10.2,RU,1628187738
238,Lesnoye,58.2841,35.5158,54.81,98,100,3.98,RU,1628187738
239,Te Anau,-45.4167,167.7167,36.43,97,73,1.43,NZ,1628187739
240,Verāval,20.9,70.3667,82.17,80,100,16.02,IN,1628187739
241,Hamilton,39.1834,-84.5333,87.94,52,20,1.99,US,1628187739
242,Clyde River,70.4692,-68.5914,37.63,100,90,11.5,CA,1628187740
243,Isangel,-19.55,169.2667,71.92,76,94,5.66,VU,1628187740
244,Bereda,43.2686,-7.5406,70.41,70,29,7.14,ES,1628187741
245,Mendi,-6.1761,143.6513,55.0,99,95,0.92,PG,1628187741
246,Cockburn Town,21.4612,-71.1419,87.76,66,40,16.11,TC,1628187551
247,Phitsanulok,16.9167,100.5,73.71,92,100,2.95,TH,1628187742
248,Norman Wells,65.282,-126.8329,60.84,67,40,12.66,CA,1628187490
249,Conde,-7.2597,-34.9075,76.46,88,75,18.41,BR,1628187743
250,Avera,33.194,-82.5271,86.94,40,9,8.01,US,1628187743
251,Kudahuvadhoo,2.6708,72.8944,81.59,76,50,5.26,MV,1628187743
252,Longhua,23.6137,114.1919,77.92,98,100,2.13,CN,1628187744
253,Nelson Bay,-32.7167,152.15,48.96,73,3,15.95,AU,1628187744
254,Chicama,-7.8447,-79.1469,66.74,57,33,10.2,PE,1628187745
255,Lopez Jaena,10.8492,123.4278,79.36,80,88,7.2,PH,1628187746
256,Blagoveshchenka,52.8333,79.8667,63.95,69,63,5.95,RU,1628187746
257,Shar,49.5886,81.0453,68.7,49,78,6.46,KZ,1628187746
258,Presidencia Roque Sáenz Peña,-26.7852,-60.4388,74.98,35,85,3.18,AR,1628187747
259,Enid,36.3956,-97.8784,95.02,52,20,4.0,US,1628187747
260,Tuatapere,-46.1333,167.6833,35.82,91,52,4.09,NZ,1628187747
261,Margate,51.3813,1.3862,64.69,87,59,4.0,GB,1628187732
262,Kapoeta,4.7717,33.5903,82.49,40,80,8.08,SS,1628187748
263,Yaan,7.3833,8.5667,73.74,93,86,2.1,NG,1628187748
264,Wadi Maliz,36.4681,8.5495,92.86,30,0,8.23,TN,1628187749
265,La Ronge,55.1001,-105.2842,70.02,52,75,5.75,CA,1628187749
266,Caravelas,-17.7125,-39.2481,73.13,68,100,11.45,BR,1628187750
267,Sohag,26.557,31.6948,99.59,10,0,7.34,EG,1628187524
268,Teverya,32.7922,35.5312,89.1,34,0,4.14,IL,1628187751
269,Emba,48.8264,58.1442,90.48,18,99,11.56,KZ,1628187751
270,Schwanewede,53.2333,8.6,67.01,78,35,5.17,DE,1628187751
271,Pozoblanco,38.3791,-4.8483,93.78,11,3,9.15,ES,1628187752
272,Samarai,-10.6167,150.6667,77.58,70,100,14.36,PG,1628187752
273,Rjukan,59.8789,8.5941,63.81,64,94,6.69,NO,1628187752
274,Makiyivka,48.0478,37.9258,79.72,38,87,4.23,UA,1628187753
275,El Sauce,12.8869,-86.539,91.6,60,67,1.36,NI,1628187753
276,Waipawa,-41.4122,175.5153,48.83,87,94,3.71,NZ,1628187754
277,Yefremov,53.1481,38.0992,65.52,59,100,6.31,RU,1628187754
278,Beringovskiy,63.05,179.3167,46.74,93,51,6.64,RU,1628187754
279,Carutapera,-1.195,-46.02,83.89,68,35,10.27,BR,1628187755
280,Kirkenes,69.7271,30.0458,58.15,77,75,3.44,NO,1628187755
281,Arenápolis,-14.4503,-56.8461,94.19,17,100,3.71,BR,1628187756
282,Berlevåg,70.8578,29.0864,53.6,83,83,5.41,NO,1628187756
283,Kamenka,51.3223,42.7678,71.96,44,80,7.25,RU,1628187757
284,Lorengau,-2.0226,147.2712,79.84,82,56,6.11,PG,1628187757
285,Aswān,24.0934,32.907,101.5,19,0,4.61,EG,1628187757
286,Kumul,42.8,93.45,85.06,20,38,15.48,CN,1628187758
287,Igarka,67.4667,86.5833,64.81,63,8,5.53,RU,1628187758
288,Dubbo,-32.25,148.6167,48.33,81,90,8.05,AU,1628187759
289,Nynäshamn,58.9034,17.9479,66.0,64,11,7.29,SE,1628187759
290,Tura,25.5198,90.2201,76.57,92,100,2.62,IN,1628187760
291,Port Macquarie,-31.4333,152.9167,46.36,77,1,9.64,AU,1628187760
292,Lixouri,38.2019,20.4314,89.46,48,20,0.0,GR,1628187762
293,Lichinga,-13.3128,35.2406,59.09,77,40,5.75,MZ,1628187762
294,Shenzhen,22.5455,114.0683,83.21,99,100,6.93,CN,1628187566
295,Ordu,40.9086,37.6845,66.7,91,0,4.68,TR,1628187763
296,Siilinjärvi,63.0833,27.6667,62.62,55,0,4.61,FI,1628187763
297,Araouane,18.9048,-3.5265,101.43,25,73,11.16,ML,1628187764
298,Znamenskoye,57.1281,73.8282,58.75,90,64,2.86,RU,1628187551
299,Myre,69.1036,15.9492,55.35,90,99,14.34,NO,1628187764
300,Den Helder,52.9599,4.7593,70.95,75,75,7.0,NL,1628187765
301,Lovozero,68.005,35.0117,53.35,75,90,3.62,RU,1628187765
302,Ahmednagar,19.0833,74.7333,74.28,82,100,15.39,IN,1628187559
303,Jalu,29.0331,21.5482,99.55,13,0,6.67,LY,1628187766
304,La Orilla,17.9833,-102.2333,82.71,73,100,0.22,MX,1628187766
305,A Coruña,43.3713,-8.396,69.57,76,75,5.01,ES,1628187753
306,Touros,-5.1989,-35.4608,81.5,65,53,20.0,BR,1628187767
307,Yining,29.0361,114.5636,77.97,96,92,1.16,CN,1628187767
308,Kailua,21.4022,-157.7394,80.58,68,75,11.5,US,1628187584
309,Sibolga,1.7427,98.7792,77.85,86,96,3.06,ID,1628187768
310,Nieuw Amsterdam,5.8833,-55.0833,89.76,87,42,7.99,SR,1628187768
311,Fairmont,39.4851,-80.1426,85.05,60,3,3.27,US,1628187667
312,Mogadishu,2.0371,45.3438,76.64,84,100,16.6,SO,1628187769
313,Bumba,2.1833,22.4667,76.1,79,62,1.01,CD,1628187769
314,Kidal,18.4411,1.4078,96.04,30,55,9.64,ML,1628187770
315,Ekibastuz,51.6667,75.3667,67.5,50,28,3.94,KZ,1628187770
316,Leh,34.1667,77.5833,64.58,41,34,6.76,IN,1628187771
317,Huatulco,15.8436,-96.3267,86.86,72,90,0.0,MX,1628187771
318,Tūkrah,32.5341,20.5791,85.21,64,0,8.34,LY,1628187771
319,Mahébourg,-20.4081,57.7,70.09,64,75,13.8,MU,1628187772
320,Rio Grande,-32.035,-52.0986,66.31,82,100,13.96,BR,1628187600
321,Plettenberg Bay,-34.0527,23.3716,57.49,94,73,4.32,ZA,1628187773
322,San-Pédro,4.7485,-6.6363,77.4,81,83,8.28,CI,1628187773
323,Lasem,-6.6922,111.4527,77.7,82,73,7.2,ID,1628187773
324,Kavaratti,10.5669,72.642,82.42,81,98,18.14,IN,1628187774
325,Altay,47.8667,88.1167,58.57,66,70,4.03,CN,1628187774
326,Gold Coast,-28.0,153.4333,55.0,78,13,1.01,AU,1628187598
327,Junction City,39.0286,-96.8314,88.61,55,20,3.44,US,1628187775
328,Raudeberg,61.9875,5.1352,67.6,67,95,12.88,NO,1628187775
329,Cabo San Lucas,22.8909,-109.9124,91.51,60,40,5.99,MX,1628187776
330,Makakilo City,21.3469,-158.0858,79.12,66,90,6.91,US,1628187776
331,Surab,28.4914,66.2585,80.2,14,0,12.08,PK,1628187776
332,Honiara,-9.4333,159.95,74.03,82,67,4.65,SB,1628187777
333,Madrid,40.4165,-3.7026,94.42,20,0,7.0,ES,1628187541
334,Saldanha,-33.0117,17.9442,53.65,89,24,3.85,ZA,1628187778
335,Moree,-29.4667,149.85,37.42,93,0,5.75,AU,1628187778
336,Bandarbeyla,9.4942,50.8122,76.93,82,47,34.09,SO,1628187778
337,Tommot,58.9564,126.2925,61.23,75,100,3.74,RU,1628187779
338,Micheweni,-4.9667,39.8333,74.52,83,17,10.27,TZ,1628187780
339,Chernyshevskiy,63.0128,112.4714,56.82,46,69,5.68,RU,1628187780
340,Manta,-0.95,-80.7333,82.18,69,20,13.8,EC,1628187612
341,Manzhouli,49.6,117.4333,57.36,75,51,8.46,CN,1628187781
342,Maţāy,28.419,30.7792,98.83,12,0,5.7,EG,1628187781
343,Ust-Nera,64.5667,143.2,41.31,80,74,6.96,RU,1628187781
344,Pringsewu,-5.3582,104.9744,72.79,96,91,1.32,ID,1628187782
345,Mehrān,33.1222,46.1646,101.68,14,48,8.12,IR,1628187782
346,Miranda de Ebro,42.6865,-2.947,87.39,45,25,9.78,ES,1628187783
347,Myanaung,18.2833,95.3167,76.5,93,98,9.71,MM,1628187783
348,Brooks,50.5834,-111.8851,83.03,35,0,8.05,CA,1628187784
349,Bahía Blanca,-38.7196,-62.2724,70.68,27,0,20.0,AR,1628187738
350,Olinda,-8.0089,-34.8553,76.73,83,75,14.97,BR,1628187584
351,Banjar,-8.19,114.9675,80.46,91,98,4.29,ID,1628187784
352,Natal,-5.795,-35.2094,81.25,74,75,17.27,BR,1628187785
353,Klaksvík,62.2266,-6.589,56.32,96,96,8.21,FO,1628187785
354,Goedereede,51.8175,3.9806,73.54,64,79,2.77,NL,1628187786
355,Spearfish,44.4908,-103.8594,91.62,28,39,3.0,US,1628187717
356,Shizunai-furukawachō,42.3339,142.3669,73.54,92,53,4.68,JP,1628187786
357,Phalombe,-15.8064,35.6507,65.39,49,45,4.14,MW,1628187787
358,Hualmay,-11.0964,-77.6139,67.51,75,52,11.01,PE,1628187787
